"","Facility ID","Facility Name","Address 1","Address 2","City","State","Postal Code","Country","URL","Phone","Begin Date","End Date","Active","City Operated","Notes","Location"
"12",33,"Chicago Family Health Center - Chicago Lawn","3223 W 63rd St",NA,"Chicago","IL","60629","United States of America","https://chicagofamilyhealth.org/","(773) 768-5000","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.704082 41.778964)"
"13",79,"Oak Street Health Little Village","3010 W 26th St",NA,"Chicago","IL","60624","United States of America","https://www.oakstreethealth.com/covid-19-vaccine","773-209-5333","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.700965 41.844623)"
"14",211,"Walgreens Store #259","3358 N WESTERN AVE",NA,"Chicago","IL","60618","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.688186 41.943165)"
"15",222,"Walgreens Store #3698","3201 N BROADWAY ST",NA,"Chicago","IL","60657","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.644391 41.940147)"
"16",243,"Walgreens Store # 5724","7045 S PULASKI RD",NA,"Chicago","IL","60629","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.722329 41.764458)"
"17",254,"Walgreens Store #7359","3222 N MILWAUKEE AVE",NA,"Chicago","IL","60618","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.724725 41.939651)"
"18",65,"Mariano's Pharmacy 53100539","3857 S Martin Luther King Dr",NA,"Chicago","IL","60653","United States of America","https://www.marianos.com/i/coronavirus-update/vaccine",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.",NA
"19",47,"Hamdard Center for Health and Human Services","1542 W Devon Ave",NA,"Chicago","IL","60660","United States of America","https://www.hamdardcenter.org/combating-covid-19/",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.66959 41.998032)"
"20",60,"Mariano's Pharmacy 53100520","3145 S Ashland Ave",NA,"Chicago","IL","60608","United States of America","https://www.marianos.com/i/coronavirus-update/vaccine",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.665638 41.836512)"
"21",48,"Heartland Alliance Health - Englewood","5501 S Halsted",NA,"Chicago","IL","60620","United States of America","https://www.heartlandalliance.org/heartland-alliance-health/",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.",NA
"22",75,"Oak Street Health Brighton Park","4327 S Archer Ave",NA,"Chicago","IL","60609","United States of America","https://www.oakstreethealth.com/covid-19-vaccine","773-209-5333","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.702918 41.814938)"
"23",37,"Englewood Health Center of Cook County","1135 W 69th St",NA,"Chicago","IL","60621","United States of America","https://cookcountyhealth.org/locations/englewood-health-center/",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.653282 41.768715)"
"24",253,"Walgreens Store # 7267","650 W 63RD ST",NA,"Chicago","IL","60621","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.641655 41.779811)"
"25",136,"Walmart Store #5645","2844 N Broadway St",NA,"Chicago","IL","60657","United States of America",NA,"833-886-0023; Option 1","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.644278 41.934267)"
"26",194,"PIC - Lincoln Park","933 W. Diversey",NA,"Chicago","IL","60614","United States of America","https://physiciansimmediatecare.com/covid-19-vaccination-locations/",NA,"02/17/2021","12/31/2021",TRUE,FALSE,NA,"POINT (-87.652762 41.932687)"
"27",265,"Walgreens Store # 11410","1627 N PULASKI RD",NA,"Chicago","IL","60639","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.726372 41.910951)"
"28",226,"Walgreens Store #4461","501 W ROOSEVELT RD",NA,"Chicago","IL","60607","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.639319 41.86723)"
"29",258,"Walgreens Store #7687","3320 W FULLERTON AVE",NA,"Chicago","IL","60647","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.711594 41.924715)"
"30",43,"Friend Health - Cottage Grove","800 E 55th St",NA,"Chicago","IL","60615","United States of America","https://friendfhc.org/covid.html",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.605677 41.795037)"
"31",69,"Mile Square Health Center UIC - Back of the Yards","4630 S Bishop St",NA,"Chicago","IL","60609","United States of America","https://hospital.uillinois.edu/patients-and-visitors/mile-square-federally-qualified-health-center/locations/back-of-the-yards","(312) 996-2000","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.661328 41.8094)"
"32",116,"Walgreens Store #3961","2340 W Madison St",NA,"Chicago","IL","60612","United States of America","www.walgreens.com/schedulevaccine",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.684861 41.881226)"
"33",221,"Walgreens Store # 2025","3000 S HALSTED ST",NA,"Chicago","IL","60608","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.646321 41.839849)"
"34",80,"Oak Street Health Madison Street","3433 W Madison St",NA,"Chicago","IL","60641","United States of America","https://www.oakstreethealth.com/covid-19-vaccine","773-209-5333","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.712345 41.880918)"
"35",101,"Walgreens Store #1417","1931 W Cermak Rd",NA,"Chicago","IL","60608","United States of America","www.walgreens.com/schedulevaccine",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.674125 41.852232)"
"36",52,"Inner City Muslim Action Network (IMAN)","2744 W 63rd St",NA,"Chicago","IL","60629","United States of America","https://www.imancentral.org/chicago/health-center/","(773) 434-4626","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.692639 41.779134)"
"37",233,"Walgreens Store #4978","111 S HALSTED ST",NA,"Chicago","IL","60661","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.647247 41.879862)"
"38",248,"Walgreens Store #6727","4720 N MARINE DR",NA,"Chicago","IL","60640","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.649282 41.967817)"
"39",280,"Jaimes Medical Group","3153 W. FULLERTON AVENUE",NA,"Chicago","IL","60647","United States of America","https://www.jaimesmedicalgroup.com/?lang=en","773-395-4600","05/04/2021","12/31/2021",TRUE,FALSE,"Open to existing and new patients","POINT (-87.706617 41.924687)"
"40",132,"Walmart Store #3110","7535 S Ashland Ave",NA,"Chicago","IL","60620","United States of America",NA,"833-886-0023; Option 1","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.663538 41.756362)"
"41",190,"PIC - Clybourn","2077 N. Clybourn Ave",NA,"Chicago","IL","60614","United States of America","https://physiciansimmediatecare.com/covid-19-vaccination-locations/",NA,"02/17/2021","12/31/2021",TRUE,FALSE,NA,"POINT (-87.660843 41.91904)"
"42",107,"Walgreens Store #2877","2440 W North Ave",NA,"Chicago","IL","60647","United States of America","www.walgreens.com/schedulevaccine",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.688632 41.910356)"
"43",216,"Walgreens Store #1310","3110 W ARMITAGE AVE",NA,"Chicago","IL","60647","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.705973 41.917418)"
"44",84,"PCC Parkside Family Health Center","115 N Parkside Ave",NA,"Chicago","IL","60644","United States of America","https://www.pccwellness.org/covid-19",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.766549 41.882729)"
"45",201,"Michigan Ave Immediate Care (MAIC)","180 N Michigan Ave STE STE 1720",NA,"Chicago","IL","60601","United States of America","https://www.zocdoc.com/practice/michigan-avenue-primary-care-15623?dr_specialty=510%20&isNewPatient=false",NA,"02/24/2021","12/31/2021",TRUE,FALSE,NA,NA
"46",112,"Walgreens Store #3395","3401 W Roosevelt Rd",NA,"Chicago","IL","60624","United States of America","www.walgreens.com/schedulevaccine",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.710713 41.866364)"
"47",202,"Walgreens Store #147","3611 E 106TH ST",NA,"Chicago","IL","60617","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.535999 41.70273)"
"48",144,"Walgreens Store #162","1554 E 55TH ST",NA,"Chicago","IL","60615","United States of America","www.walgreens.com/schedulevaccine",NA,"01/28/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.588157 41.795267)"
"49",16,"ACCESS Madison","3800 W Madison St",NA,"Chicago","IL","60624","United States of America","https://www.achn.net","(800) 836-7633","02/08/2021","12/31/2021",FALSE,FALSE,"Open to current patients only.","POINT (-87.72102 41.880796)"
"50",97,"Saint Anthony Hospital","2875 W 19th St",NA,"Chicago","IL","60623","United States of America","https://sahchicago.org/hospital-services/infection-prevention","(773) 484-4000","01/01/2021","12/31/2021",TRUE,FALSE,"Open to current patients only.","POINT (-87.698272 41.855538)"
"51",275,"Walgreens Store #15992","2500 N CLARK ST",NA,"Chicago","IL","60614","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.641865 41.92793)"
"52",29,"Aunt Martha's Community Health Center","3528 E 118th St",NA,"Chicago","IL","60617","United States of America","http://auntmarthas.org","(877) 692-8686","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.537465 41.680954)"
"53",83,"PCC Community Wellness Center at Steinmetz","3030 N Mobile Ave",NA,"Chicago","IL","60634","United States of America","https://www.pccwellness.org/covid-19",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.783386 41.934689)"
"54",179,"Walgreens Store #9438","30 N MICHIGAN AVE",NA,"Chicago","IL","60602","United States of America","www.walgreens.com/schedulevaccine",NA,"01/28/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.624475 41.882435)"
"55",108,"Walgreens Store #2903","5222 W Madison St",NA,"Chicago","IL","60644","United States of America","www.walgreens.com/schedulevaccine",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.755579 41.880429)"
"56",270,"Walgreens Store #13454","6140 N WESTERN AVE",NA,"Chicago","IL","60659","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.689824 41.993469)"
"57",128,"Walgreens Store #1173","1520 W Fullerton Ave",NA,"Chicago","IL","60614","United States of America","www.walgreens.com/schedulevaccine",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.666698 41.925188)"
"58",51,"Howard Brown Health - Clark","6500 N Clark St",NA,"Chicago","IL","60626","United States of America","https://howardbrown.org","(773) 388-1600","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.671276 41.999881)"
"59",61,"Mariano's Pharmacy 53100522","5201 N Sheridan Rd",NA,"Chicago","IL","60640","United States of America","https://www.marianos.com/i/coronavirus-update/vaccine",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.655022 41.976906)"
"60",229,"Walgreens Store # 4862","4343 N CENTRAL AVE",NA,"Chicago","IL","60634","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.767198 41.959985)"
"61",93,"Primecare Young Family Health Center","1431 N Western Ave","Ste 101","Chicago","IL","60622","United States of America","https://primecarehealth.org/",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Open to current patients only.","POINT (-87.687092 41.908298)"
"62",261,"Walgreens Store # 9470","4817 W FULLERTON AVE",NA,"Chicago","IL","60639","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.747293 41.924204)"
"63",44,"Friend Health - Pulaski","5635 S Pulaski Rd",NA,"Chicago","IL","60629","United States of America","https://friendfhc.org/covid.html",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.722981 41.7902)"
"64",206,"Walgreens Store # 226","4005 W 26TH ST",NA,"Chicago","IL","60623","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.72495 41.844257)"
"65",234,"Walgreens Store # 4986","4745 W BELMONT AVE",NA,"Chicago","IL","60641","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.745967 41.938854)"
"66",115,"Walgreens Store #3950","4343 N Kedzie Ave",NA,"Chicago","IL","60618","United States of America","www.walgreens.com/schedulevaccine",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.708216 41.960546)"
"67",266,"Walgreens Store #11492","5414 S ARCHER AVE",NA,"Chicago","IL","60638","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.743617 41.798645)"
"68",88,"PCC Community Wellness Center - Salud","5359 W Fullerton Ave",NA,"Chicago","IL","60639","United States of America","https://www.pccwellness.org/covid-19","(773) 295-3347","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.760484 41.924025)"
"69",121,"Walgreens Store #4752","316 W Cermak Rd",NA,"Chicago","IL","60616","United States of America","www.walgreens.com/schedulevaccine",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.635599 41.852916)"
"70",225,"Walgreens Store #4349","201 W MADISON ST",NA,"Chicago","IL","60606","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.634594 41.881927)"
"71",32,"Chicago Family Health Center - Pullman","570 E 115th St",NA,"Chicago","IL","60628","United States of America","https://chicagofamilyhealth.org/","(773) 768-5000","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.608811 41.685462)"
"72",257,"Walgreens Store # 7630","933 N STATE ST",NA,"Chicago","IL","60610","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.628321 41.900078)"
"73",76,"Oak Street Health Bronzeville","4318 S State St",NA,"Chicago","IL","60660","United States of America","https://www.oakstreethealth.com/covid-19-vaccine","773-209-5333","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.62631 41.815781)"
"74",238,"Walgreens Store #5089","7111 S WESTERN AVE",NA,"Chicago","IL","60636","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.683157 41.764259)"
"75",210,"Walgreens Store #258","1650 W CHICAGO AVE",NA,"Chicago","IL","60622","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.668924 41.896051)"
"76",135,"Walmart Store #5617","4626 W Diversey Ave",NA,"Chicago","IL","60639","United States of America",NA,"833-886-0023; Option 1","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.74243 41.931608)"
"77",193,"PIC - Lincoln & Peterson","5961 N. Lincoln Ave",NA,"Chicago","IL","60659","United States of America","https://physiciansimmediatecare.com/covid-19-vaccination-locations/",NA,"02/17/2021","12/31/2021",TRUE,FALSE,NA,"POINT (-87.705708 41.989441)"
"78",100,"Walgreens Store #178","740 W Diversey Pkwy",NA,"Chicago","IL","60614","United States of America","www.walgreens.com/schedulevaccine",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.648348 41.932762)"
"79",262,"Walgreens Store #9709","4010 W LAWRENCE AVE",NA,"Chicago","IL","60630","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.728507 41.968274)"
"80",281,"Loop Medical Center","1921 S Michigan Ave",NA,"Chicago","IL","60616","United States of America","http://www.loopmedicalcenter.com","312-414-1088","05/04/2021","12/31/2021",TRUE,FALSE,"Accepting new and existing patients.","POINT (-87.623909 41.856422)"
"81",120,"Walgreens Store #4519","1320 E 47th St",NA,"Chicago","IL","60653","United States of America","www.walgreens.com/schedulevaccine",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.593586 41.809713)"
"82",242,"Walgreens Store # 5387","79 W MONROE ST",NA,"Chicago","IL","60603","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.630177 41.880701)"
"83",36,"Christian Community Health Center","9718 S. Halsted",NA,"Chicago","IL","60628","United States of America","https://cchc-online.org/","(773) 233-4100","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.643191 41.716982)"
"84",198,"PIC - South Loop","811 South State St",NA,"Chicago","IL","60605","United States of America","https://physiciansimmediatecare.com/covid-19-vaccination-locations/",NA,"02/17/2021","12/31/2021",TRUE,FALSE,NA,"POINT (-87.627452 41.87162)"
"85",64,"Mariano's Pharmacy 53100538","3030 N Broadway St","Ste 10","Chicago","IL","60657","United States of America","https://www.marianos.com/i/coronavirus-update/vaccine",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.644291 41.937393)"
"86",203,"Walgreens Store #162","1554 E 55TH ST",NA,"Chicago","IL","60615","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.588157 41.795267)"
"87",96,"Ruth M. Rothstein Core Center","2020 W Harrison St",NA,"Chicago","IL","60612","United States of America","https://cookcountyhealth.org/locations/ruth-m-rothstein-core-center/","(312) 572-4500","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.67695 41.874065)"
"88",197,"PIC - Six Corners","4211 N. Cicero",NA,"Chicago","IL","60641","United States of America","https://physiciansimmediatecare.com/covid-19-vaccination-locations/",NA,"02/17/2021","12/31/2021",TRUE,FALSE,NA,"POINT (-87.74736 41.957627)"
"89",131,"Walgreens Store #15196","151 N State St","Floor 1","Chicago","IL","60601","United States of America","www.walgreens.com/schedulevaccine",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.627827 41.884687)"
"90",25,"ACHN at Jorge Prieto Health Center","2424 S Pulaski Rd",NA,"Chicago","IL","60623","United States of America","https://cookcountyhealth.org/locations/dr-jorge-prieto-health-center/","(773) 521-0750","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.724629 41.847003)"
"91",274,"Walgreens Store #15350","834 W ARMITAGE AVE",NA,"Chicago","IL","60614","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.649821 41.918154)"
"92",235,"Walgreens Store #5033","2015 E 79TH ST",NA,"Chicago","IL","60649","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.575298 41.751614)"
"93",55,"Logan Square Health Center of Cook County","2840 W Fullerton Ave",NA,"Chicago","IL","60647","United States of America","https://cookcountyhealth.org/locations/logan-square-health-center/","(773) 395-7400","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.69909 41.924842)"
"94",57,"Mariano's Pharmacy 53100507","5353 N Elston Ave",NA,"Chicago","IL","60630","United States of America","https://www.marianos.com/i/coronavirus-update/vaccine",NA,"01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.757473 41.978765)"
"95",217,"Walgreens Store #1375","1200 N DEARBORN ST",NA,"Chicago","IL","60610","United States of America","www.walgreens.com/schedulevaccine",NA,"03/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.629978 41.90422)"
"96",68,"Mile Square Health Center - South Shore","7037 S Stony Island Ave",NA,"Chicago","IL","60649","United States of America","https://hospital.uillinois.edu/patients-and-visitors/mile-square-federally-qualified-health-center/locations/south-shore","(312) 996-2000","01/01/2021","12/31/2021",TRUE,FALSE,"Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.","POINT (-87.585939 41.766677)"
